slice,B_Area4
24,0.000123
24,0.001722
24,0.000246
24,0.000369
24,0.000123
24,0.000923
24,0.001538
24,0.000062
24,0.001476
24,0.000246
24,0.000062
24,0.000062
24,0.000123
24,0.000062
24,0.000431
24,0.0008
24,0.000123
24,0.000123
24,0.000062
24,0.000062
24,0.000123
24,0.1091
24,0.000062
